1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
530000;Unterschlagung §§ 246, 247, 248a StGB;9187;Rosenheim;LK;141;55;2;1.4;0;0;93;66;93;63;30;17;18.3
530000;Unterschlagung §§ 246, 247, 248a StGB;9188;Starnberg;LK;140;104;2;1.4;0;0;62;44.3;53;33;20;13;24.5
530000;Unterschlagung §§ 246, 247, 248a StGB;9189;Traunstein;LK;139;79;0;0;0;0;69;49.6;67;50;17;28;41.8
530000;Unterschlagung §§ 246, 247, 248a StGB;9190;Weilheim-Schongau;LK;65;49;0;0;0;0;46;70.8;46;32;14;9;19.6
530000;Unterschlagung §§ 246, 247, 248a StGB;9261;Landshut;KfS;79;113;0;0;0;0;44;55.7;43;32;11;11;25.6
530000;Unterschlagung §§ 246, 247, 248a StGB;9262;Passau;KfS;56;110;0;0;0;0;32;57.1;30;26;4;14;46.7
530000;Unterschlagung §§ 246, 247, 248a StGB;9263;Straubing;KfS;58;123;0;0;0;0;38;65.5;37;30;7;10;27
530000;Unterschlagung §§ 246, 247, 248a StGB;9271;Deggendorf;LK;86;73;0;0;0;0;49;57;48;32;16;4;8.3
530000;Unterschlagung §§ 246, 247, 248a StGB;9272;Freyung-Grafenau;LK;32;41;0;0;0;0;21;65.6;21;13;8;5;23.8
530000;Unterschlagung §§ 246, 247, 248a StGB;9273;Kelheim;LK;46;38;0;0;0;0;31;67.4;30;21;9;9;30
530000;Unterschlagung §§ 246, 247, 248a StGB;9274;Landshut;LK;64;41;0;0;0;0;45;70.3;43;30;13;11;25.6
530000;Unterschlagung §§ 246, 247, 248a StGB;9275;Passau;LK;96;51;1;1;0;0;62;64.6;63;44;19;13;20.6
530000;Unterschlagung §§ 246, 247, 248a StGB;9276;Regen;LK;39;51;0;0;0;0;20;51.3;20;15;5;2;10
530000;Unterschlagung §§ 246, 247, 248a StGB;9277;Rottal-Inn;LK;57;48;0;0;0;0;31;54.4;34;19;15;5;14.7
530000;Unterschlagung §§ 246, 247, 248a StGB;9278;Straubing-Bogen;LK;40;40;1;2.5;0;0;28;70;29;20;9;8;27.6
530000;Unterschlagung §§ 246, 247, 248a StGB;9279;Dingolfing-Landau;LK;50;53;0;0;0;0;31;62;29;21;8;8;27.6
530000;Unterschlagung §§ 246, 247, 248a StGB;9361;Amberg;KfS;41;97;0;0;0;0;21;51.2;20;13;7;4;20
530000;Unterschlagung §§ 246, 247, 248a StGB;9362;Regensburg;KfS;169;114;0;0;0;0;108;63.9;108;87;21;29;26.9
530000;Unterschlagung §§ 246, 247, 248a StGB;9363;Weiden i.d.OPf.;KfS;69;162;1;1.4;0;0;45;65.2;47;31;16;6;12.8
530000;Unterschlagung §§ 246, 247, 248a StGB;9371;Amberg-Sulzbach;LK;37;36;0;0;0;0;27;73;26;19;7;4;15.4
530000;Unterschlagung §§ 246, 247, 248a StGB;9372;Cham;LK;53;42;0;0;0;0;28;52.8;29;18;11;6;20.7
530000;Unterschlagung §§ 246, 247, 248a StGB;9373;Neumarkt i.d.OPf.;LK;47;36;0;0;0;0;31;66;35;26;9;10;28.6
530000;Unterschlagung §§ 246, 247, 248a StGB;9374;Neustadt a.d.Waldnaab;LK;31;33;1;3.2;0;0;21;67.7;22;15;7;4;18.2
530000;Unterschlagung §§ 246, 247, 248a StGB;9375;Regensburg;LK;85;45;0;0;0;0;56;65.9;59;40;19;16;27.1
530000;Unterschlagung §§ 246, 247, 248a StGB;9376;Schwandorf;LK;85;58;1;1.2;0;0;56;65.9;65;46;19;17;26.2
530000;Unterschlagung §§ 246, 247, 248a StGB;9377;Tirschenreuth;LK;24;33;0;0;0;0;14;58.3;17;11;6;2;11.8
530000;Unterschlagung §§ 246, 247, 248a StGB;9461;Bamberg;KfS;80;106;0;0;0;0;52;65;52;37;15;11;21.2
530000;Unterschlagung §§ 246, 247, 248a StGB;9462;Bayreuth;KfS;72;99;0;0;0;0;52;72.2;51;42;9;8;15.7
530000;Unterschlagung §§ 246, 247, 248a StGB;9463;Coburg;KfS;58;141;0;0;0;0;36;62.1;37;28;9;9;24.3
530000;Unterschlagung §§ 246, 247, 248a StGB;9464;Hof;KfS;71;157;3;4.2;0;0;42;59.2;42;30;12;9;21.4
530000;Unterschlagung §§ 246, 247, 248a StGB;9471;Bamberg;LK;47;32;0;0;0;0;35;74.5;36;26;10;6;16.7
530000;Unterschlagung §§ 246, 247, 248a StGB;9472;Bayreuth;LK;48;46;0;0;0;0;37;77.1;40;28;12;7;17.5
530000;Unterschlagung §§ 246, 247, 248a StGB;9473;Coburg;LK;65;75;0;0;0;0;53;81.5;40;29;11;5;12.5
530000;Unterschlagung §§ 246, 247, 248a StGB;9474;Forchheim;LK;40;35;1;2.5;0;0;31;77.5;28;21;7;6;21.4
530000;Unterschlagung §§ 246, 247, 248a StGB;9475;Hof;LK;74;77;1;1.4;0;0;52;70.3;52;45;7;14;26.9
530000;Unterschlagung §§ 246, 247, 248a StGB;9476;Kronach;LK;42;62;0;0;0;0;30;71.4;30;21;9;2;6.7
530000;Unterschlagung §§ 246, 247, 248a StGB;9477;Kulmbach;LK;37;51;1;2.7;0;0;24;64.9;27;22;5;1;3.7
530000;Unterschlagung §§ 246, 247, 248a StGB;9478;Lichtenfels;LK;58;87;0;0;0;0;39;67.2;26;21;5;2;7.7
530000;Unterschlagung §§ 246, 247, 248a StGB;9479;Wunsiedel i.Fichtelgebirge;LK;48;66;0;0;0;0;28;58.3;30;21;9;4;13.3
530000;Unterschlagung §§ 246, 247, 248a StGB;9561;Ansbach;KfS;36;87;0;0;0;0;19;52.8;19;16;3;5;26.3
530000;Unterschlagung §§ 246, 247, 248a StGB;9562;Erlangen;KfS;68;62;0;0;0;0;49;72.1;49;40;9;15;30.6
530000;Unterschlagung §§ 246, 247, 248a StGB;9563;Fürth;KfS;84;67;0;0;0;0;62;73.8;67;54;13;28;41.8
530000;Unterschlagung §§ 246, 247, 248a StGB;9564;Nürnberg;KfS;501;98;0;0;0;0;302;60.3;315;248;67;140;44.4
530000;Unterschlagung §§ 246, 247, 248a StGB;9565;Schwabach;KfS;25;61;0;0;0;0;18;72;19;17;2;7;36.8
530000;Unterschlagung §§ 246, 247, 248a StGB;9571;Ansbach;LK;88;48;0;0;0;0;41;46.6;43;32;11;11;25.6
530000;Unterschlagung §§ 246, 247, 248a StGB;9572;Erlangen-Höchstadt;LK;53;39;0;0;0;0;44;83;40;34;6;8;20
530000;Unterschlagung §§ 246, 247, 248a StGB;9573;Fürth;LK;38;33;2;5.3;0;0;26;68.4;29;26;3;5;17.2
530000;Unterschlagung §§ 246, 247, 248a StGB;9574;Nürnberger Land;LK;60;36;0;0;0;0;44;73.3;45;36;9;6;13.3
530000;Unterschlagung §§ 246, 247, 248a StGB;9575;Neustadt a.d.Aisch-Bad Windsheim;LK;38;38;0;0;0;0;27;71.1;26;20;6;2;7.7
530000;Unterschlagung §§ 246, 247, 248a StGB;9576;Roth;LK;45;36;0;0;0;0;23;51.1;25;15;10;4;16
530000;Unterschlagung §§ 246, 247, 248a StGB;9577;Weißenburg-Gunzenhausen;LK;34;36;0;0;0;0;23;67.6;25;21;4;5;20
530000;Unterschlagung §§ 246, 247, 248a StGB;9661;Aschaffenburg;KfS;62;90;0;0;0;0;41;66.1;41;29;12;16;39
530000;Unterschlagung §§ 246, 247, 248a StGB;9662;Schweinfurt;KfS;57;108;0;0;0;0;44;77.2;45;40;5;14;31.1
530000;Unterschlagung §§ 246, 247, 248a StGB;9663;Würzburg;KfS;124;98;0;0;0;0;84;67.7;83;66;17;25;30.1
530000;Unterschlagung §§ 246, 247, 248a StGB;9671;Aschaffenburg;LK;49;28;0;0;0;0;40;81.6;44;32;12;10;22.7
530000;Unterschlagung §§ 246, 247, 248a StGB;9672;Bad Kissingen;LK;55;53;0;0;0;0;44;80;47;32;15;6;12.8
530000;Unterschlagung §§ 246, 247, 248a StGB;9673;Rhön-Grabfeld;LK;43;54;0;0;0;0;34;79.1;33;22;11;5;15.2
530000;Unterschlagung §§ 246, 247, 248a StGB;9674;Haßberge;LK;35;41;0;0;0;0;23;65.7;26;17;9;3;11.5
530000;Unterschlagung §§ 246, 247, 248a StGB;9675;Kitzingen;LK;40;45;0;0;0;0;28;70;41;32;9;9;22
530000;Unterschlagung §§ 246, 247, 248a StGB;9676;Miltenberg;LK;68;53;1;1.5;0;0;55;80.9;57;48;9;16;28.1
530000;Unterschlagung §§ 246, 247, 248a StGB;9677;Main-Spessart;LK;56;44;1;1.8;0;0;45;80.4;42;30;12;12;28.6
530000;Unterschlagung §§ 246, 247, 248a StGB;9678;Schweinfurt;LK;41;36;0;0;0;0;36;87.8;33;27;6;6;18.2
530000;Unterschlagung §§ 246, 247, 248a StGB;9679;Würzburg;LK;76;47;0;0;0;0;56;73.7;58;47;11;14;24.1
530000;Unterschlagung §§ 246, 247, 248a StGB;9761;Augsburg;KfS;399;138;1;0.3;0;0;189;47.4;188;139;49;70;37.2
530000;Unterschlagung §§ 246, 247, 248a StGB;9762;Kaufbeuren;KfS;66;153;0;0;0;0;32;48.5;33;25;8;8;24.2
530000;Unterschlagung §§ 246, 247, 248a StGB;9763;Kempten (Allgäu);KfS;68;101;0;0;0;0;36;52.9;36;29;7;10;27.8
530000;Unterschlagung §§ 246, 247, 248a StGB;9764;Memmingen;KfS;42;97;0;0;0;0;28;66.7;27;19;8;9;33.3
530000;Unterschlagung §§ 246, 247, 248a StGB;9771;Aichach-Friedberg;LK;48;37;0;0;0;0;24;50;25;18;7;9;36
530000;Unterschlagung §§ 246, 247, 248a StGB;9772;Augsburg;LK;138;56;1;0.7;0;0;85;61.6;90;66;24;18;20
530000;Unterschlagung §§ 246, 247, 248a StGB;9773;Dillingen a.d.Donau;LK;48;51;0;0;0;0;26;54.2;28;14;14;6;21.4
530000;Unterschlagung §§ 246, 247, 248a StGB;9774;Günzburg;LK;105;85;2;1.9;0;0;66;62.9;70;57;13;12;17.1
530000;Unterschlagung §§ 246, 247, 248a StGB;9775;Neu-Ulm;LK;136;80;2;1.5;0;0;84;61.8;85;71;14;27;31.8
530000;Unterschlagung §§ 246, 247, 248a StGB;9776;Lindau (Bodensee);LK;71;88;1;1.4;0;0;53;74.6;58;46;12;21;36.2
530000;Unterschlagung §§ 246, 247, 248a StGB;9777;Ostallgäu;LK;98;71;0;0;0;0;60;61.2;62;46;16;10;16.1
530000;Unterschlagung §§ 246, 247, 248a StGB;9778;Unterallgäu;LK;74;52;0;0;0;0;46;62.2;48;35;13;9;18.8
530000;Unterschlagung §§ 246, 247, 248a StGB;9779;Donau-Ries;LK;52;39;0;0;0;0;27;51.9;27;23;4;6;22.2
530000;Unterschlagung §§ 246, 247, 248a StGB;9780;Oberallgäu;LK;113;73;0;0;0;0;66;58.4;64;46;18;12;18.8
530000;Unterschlagung §§ 246, 247, 248a StGB;10041;Regionalverband Saarbrücken;RV;570;173;1;0.2;0;0;266;46.7;275;189;86;74;26.9
530000;Unterschlagung §§ 246, 247, 248a StGB;10042;Merzig-Wadern;LK;118;114;0;0;0;0;47;39.8;48;34;14;4;8.3
530000;Unterschlagung §§ 246, 247, 248a StGB;10043;Neunkirchen;LK;143;107;0;0;0;0;68;47.6;72;50;22;12;16.7
530000;Unterschlagung §§ 246, 247, 248a StGB;10044;Saarlouis;LK;247;126;0;0;0;0;86;34.8;87;64;23;12;13.8
530000;Unterschlagung §§ 246, 247, 248a StGB;10045;Saarpfalz-Kreis;LK;131;91;1;0.8;0;0;64;48.9;68;48;20;11;16.2
530000;Unterschlagung §§ 246, 247, 248a StGB;10046;St. Wendel;LK;101;114;0;0;0;0;32;31.7;34;24;10;3;8.8
530000;Unterschlagung §§ 246, 247, 248a StGB;11000;Berlin;KfS;6,941;194;28;0.4;0;0;3,202;46.1;3,051;2,251;800;998;32.7
530000;Unterschlagung §§ 246, 247, 248a StGB;12051;Brandenburg an der Havel;KfS;180;251;0;0;0;0;97;53.9;94;67;27;4;4.3
530000;Unterschlagung §§ 246, 247, 248a StGB;12052;Cottbus;KfS;209;208;1;0.5;0;0;69;33;70;52;18;6;8.6
530000;Unterschlagung §§ 246, 247, 248a StGB;12053;Frankfurt (Oder);KfS;95;163;1;1.1;0;0;57;60;57;35;22;7;12.3
530000;Unterschlagung §§ 246, 247, 248a StGB;12054;Potsdam;KfS;389;226;1;0.3;0;0;137;35.2;133;87;46;27;20.3
530000;Unterschlagung §§ 246, 247, 248a StGB;12060;Barnim;LK;318;177;1;0.3;0;0;165;51.9;173;114;59;15;8.7
530000;Unterschlagung §§ 246, 247, 248a StGB;12061;Dahme-Spreewald;LK;347;209;0;0;0;0;153;44.1;159;105;54;30;18.9
530000;Unterschlagung §§ 246, 247, 248a StGB;12062;Elbe-Elster;LK;123;118;0;0;0;0;62;50.4;69;40;29;8;11.6
530000;Unterschlagung §§ 246, 247, 248a StGB;12063;Havelland;LK;245;153;1;0.4;0;0;121;49.4;126;90;36;5;4
530000;Unterschlagung §§ 246, 247, 248a StGB;12064;Märkisch-Oderland;LK;391;204;1;0.3;0;0;150;38.4;149;95;54;16;10.7
530000;Unterschlagung §§ 246, 247, 248a StGB;12065;Oberhavel;LK;423;203;0;0;0;0;154;36.4;147;106;41;15;10.2
530000;Unterschlagung §§ 246, 247, 248a StGB;12066;Oberspreewald-Lausitz;LK;117;104;0;0;0;0;55;47;56;35;21;1;1.8
530000;Unterschlagung §§ 246, 247, 248a StGB;12067;Oder-Spree;LK;228;127;1;0.4;0;0;123;53.9;125;77;48;27;21.6
530000;Unterschlagung §§ 246, 247, 248a StGB;12068;Ostprignitz-Ruppin;LK;358;360;0;0;0;0;102;28.5;103;70;33;3;2.9
530000;Unterschlagung §§ 246, 247, 248a StGB;12069;Potsdam-Mittelmark;LK;342;161;0;0;0;0;143;41.8;137;92;45;7;5.1
530000;Unterschlagung §§ 246, 247, 248a StGB;12070;Prignitz;LK;98;126;0;0;0;0;56;57.1;55;33;22;3;5.5
530000;Unterschlagung §§ 246, 247, 248a StGB;12071;Spree-Neiße;LK;108;92;0;0;0;0;68;63;66;41;25;4;6.1
530000;Unterschlagung §§ 246, 247, 248a StGB;12072;Teltow-Fläming;LK;234;142;0;0;0;0;114;48.7;121;87;34;9;7.4
530000;Unterschlagung §§ 246, 247, 248a StGB;12073;Uckermark;LK;216;179;0;0;0;0;97;44.9;103;69;34;8;7.8
530000;Unterschlagung §§ 246, 247, 248a StGB;13003;Rostock;KfS;359;173;2;0.6;0;0;160;44.6;170;114;56;7;4.1
530000;Unterschlagung §§ 246, 247, 248a StGB;13004;Schwerin;KfS;223;233;0;0;0;0;79;35.4;87;56;31;14;16.1
530000;Unterschlagung §§ 246, 247, 248a StGB;13071;Mecklenburgische Seenplatte;LK;296;113;2;0.7;0;0;153;51.7;151;99;52;6;4
530000;Unterschlagung §§ 246, 247, 248a StGB;13072;Landkreis Rostock;LK;233;109;1;0.4;0;0;137;58.8;140;85;55;6;4.3
530000;Unterschlagung §§ 246, 247, 248a StGB;13073;Vorpommern-Rügen;LK;415;184;0;0;0;0;204;49.2;212;138;74;13;6.1
530000;Unterschlagung §§ 246, 247, 248a StGB;13074;Nordwestmecklenburg;LK;233;149;1;0.4;0;0;100;42.9;102;67;35;3;2.9
530000;Unterschlagung §§ 246, 247, 248a StGB;13075;Vorpommern-Greifswald;LK;272;115;0;0;0;0;136;50;144;98;46;6;4.2
530000;Unterschlagung §§ 246, 247, 248a StGB;13076;Ludwigslust-Parchim;LK;256;120;2;0.8;0;0;132;51.6;145;99;46;11;7.6
530000;Unterschlagung §§ 246, 247, 248a StGB;14511;Chemnitz;KfS;389;158;6;1.5;0;0;254;65.3;242;167;75;34;14
530000;Unterschlagung §§ 246, 247, 248a StGB;14521;Erzgebirgskreis;LK;212;62;0;0;0;0;112;52.8;120;81;39;8;6.7
530000;Unterschlagung §§ 246, 247, 248a StGB;14522;Mittelsachsen;LK;249;80;0;0;0;0;189;75.9;184;115;69;9;4.9
530000;Unterschlagung §§ 246, 247, 248a StGB;14523;Vogtlandkreis;LK;235;102;0;0;0;0;160;68.1;152;97;55;13;8.6
530000;Unterschlagung §§ 246, 247, 248a StGB;14524;Zwickau;LK;314;97;1;0.3;0;0;192;61.1;195;130;65;16;8.2
530000;Unterschlagung §§ 246, 247, 248a StGB;14612;Dresden;KfS;1,375;251;7;0.5;0;0;506;36.8;472;344;128;96;20.3
530000;Unterschlagung §§ 246, 247, 248a StGB;14625;Bautzen;LK;376;123;6;1.6;0;0;231;61.4;229;151;78;12;5.2
530000;Unterschlagung §§ 246, 247, 248a StGB;14626;Görlitz;LK;409;158;2;0.5;0;0;212;51.8;220;133;87;24;10.9
530000;Unterschlagung §§ 246, 247, 248a StGB;14627;Meißen;LK;158;65;1;0.6;0;0;111;70.3;111;68;43;6;5.4
530000;Unterschlagung §§ 246, 247, 248a StGB;14628;Sächsische Schweiz-Osterzgebirge;LK;229;93;4;1.7;0;0;121;52.8;131;86;45;11;8.4
530000;Unterschlagung §§ 246, 247, 248a StGB;14713;Leipzig;KfS;1,039;182;5;0.5;0;0;599;57.7;584;417;167;96;16.4
530000;Unterschlagung §§ 246, 247, 248a StGB;14729;Leipzig;LK;204;79;0;0;0;0;152;74.5;160;102;58;7;4.4
530000;Unterschlagung §§ 246, 247, 248a StGB;14730;Nordsachsen;LK;218;110;2;0.9;0;0;164;75.2;172;117;55;13;7.6
530000;Unterschlagung §§ 246, 247, 248a StGB;15001;Dessau-Roßlau;KfS;169;205;0;0;0;0;109;64.5;111;78;33;10;9
530000;Unterschlagung §§ 246, 247, 248a StGB;15002;Halle (Saale);KfS;627;263;5;0.8;0;0;245;39.1;234;159;75;41;17.5
530000;Unterschlagung §§ 246, 247, 248a StGB;15003;Magdeburg;KfS;514;216;4;0.8;0;0;264;51.4;255;168;87;27;10.6
530000;Unterschlagung §§ 246, 247, 248a StGB;15081;Altmarkkreis Salzwedel;LK;169;198;0;0;0;0;80;47.3;73;53;20;6;8.2
530000;Unterschlagung §§ 246, 247, 248a StGB;15082;Anhalt-Bitterfeld;LK;172;105;3;1.7;0;0;103;59.9;110;68;42;7;6.4
530000;Unterschlagung §§ 246, 247, 248a StGB;15083;Börde;LK;248;143;2;0.8;0;0;134;54;131;78;53;8;6.1
530000;Unterschlagung §§ 246, 247, 248a StGB;15084;Burgenlandkreis;LK;232;127;1;0.4;0;0;130;56;138;93;45;13;9.4
530000;Unterschlagung §§ 246, 247, 248a StGB;15085;Harz;LK;280;127;1;0.4;0;0;156;55.7;164;107;57;9;5.5
530000;Unterschlagung §§ 246, 247, 248a StGB;15086;Jerichower Land;LK;141;154;1;0.7;0;0;92;65.2;94;58;36;13;13.8
530000;Unterschlagung §§ 246, 247, 248a StGB;15087;Mansfeld-Südharz;LK;342;245;5;1.5;0;0;142;41.5;148;95;53;16;10.8
530000;Unterschlagung §§ 246, 247, 248a StGB;15088;Saalekreis;LK;302;162;1;0.3;0;0;206;68.2;182;120;62;14;7.7
530000;Unterschlagung §§ 246, 247, 248a StGB;15089;Salzlandkreis;LK;217;112;1;0.5;0;0;140;64.5;142;100;42;9;6.3
530000;Unterschlagung §§ 246, 247, 248a StGB;15090;Stendal;LK;119;104;3;2.5;0;0;68;57.1;63;42;21;2;3.2
530000;Unterschlagung §§ 246, 247, 248a StGB;15091;Wittenberg;LK;149;117;3;2;0;0;113;75.8;116;62;54;6;5.2
530000;Unterschlagung §§ 246, 247, 248a StGB;16051;Erfurt;KfS;418;198;0;0;0;0;221;52.9;210;139;71;22;10.5
530000;Unterschlagung §§ 246, 247, 248a StGB;16052;Gera;KfS;252;266;1;0.4;0;0;119;47.2;113;86;27;6;5.3
530000;Unterschlagung §§ 246, 247, 248a StGB;16053;Jena;KfS;142;129;0;0;0;0;52;36.6;54;37;17;8;14.8
530000;Unterschlagung §§ 246, 247, 248a StGB;16054;Suhl;KfS;90;253;0;0;0;0;57;63.3;35;26;9;2;5.7
530000;Unterschlagung §§ 246, 247, 248a StGB;16055;Weimar;KfS;218;339;0;0;0;0;92;42.2;76;53;23;5;6.6
530000;Unterschlagung §§ 246, 247, 248a StGB;16056;Eisenach;KfS;102;240;1;1;0;0;52;51;54;34;20;4;7.4
530000;Unterschlagung §§ 246, 247, 248a StGB;16061;Eichsfeld;LK;140;139;1;0.7;0;0;65;46.4;63;44;19;6;9.5
530000;Unterschlagung §§ 246, 247, 248a StGB;16062;Nordhausen;LK;202;237;0;0;0;0;123;60.9;114;69;45;4;3.5
530000;Unterschlagung §§ 246, 247, 248a StGB;16063;Wartburgkreis;LK;135;108;0;0;0;0;84;62.2;85;60;25;7;8.2
530000;Unterschlagung §§ 246, 247, 248a StGB;16064;Unstrut-Hainich-Kreis;LK;156;150;0;0;0;0;85;54.5;88;66;22;9;10.2
530000;Unterschlagung §§ 246, 247, 248a StGB;16065;Kyffhäuserkreis;LK;190;248;2;1.1;0;0;82;43.2;83;53;30;0;0
530000;Unterschlagung §§ 246, 247, 248a StGB;16066;Schmalkalden-Meiningen;LK;174;141;1;0.6;0;0;121;69.5;86;55;31;1;1.2
530000;Unterschlagung §§ 246, 247, 248a StGB;16067;Gotha;LK;197;145;5;2.5;0;0;135;68.5;135;103;32;8;5.9
530000;Unterschlagung §§ 246, 247, 248a StGB;16068;Sömmerda;LK;78;111;1;1.3;0;0;47;60.3;49;30;19;3;6.1
530000;Unterschlagung §§ 246, 247, 248a StGB;16069;Hildburghausen;LK;73;113;1;1.4;0;0;52;71.2;50;33;17;3;6
530000;Unterschlagung §§ 246, 247, 248a StGB;16070;Ilm-Kreis;LK;173;158;2;1.2;0;0;89;51.4;88;49;39;6;6.8
530000;Unterschlagung §§ 246, 247, 248a StGB;16071;Weimarer Land;LK;112;136;0;0;0;0;60;53.6;62;34;28;3;4.8
530000;Unterschlagung §§ 246, 247, 248a StGB;16072;Sonneberg;LK;92;163;2;2.2;0;0;40;43.5;43;27;16;5;11.6
530000;Unterschlagung §§ 246, 247, 248a StGB;16073;Saalfeld-Rudolstadt;LK;127;117;0;0;0;0;75;59.1;74;54;20;5;6.8
530000;Unterschlagung §§ 246, 247, 248a StGB;16074;Saale-Holzland-Kreis;LK;91;108;0;0;0;0;61;67;62;38;24;4;6.5
530000;Unterschlagung §§ 246, 247, 248a StGB;16075;Saale-Orla-Kreis;LK;153;186;4;2.6;0;0;64;41.8;57;42;15;5;8.8
530000;Unterschlagung §§ 246, 247, 248a StGB;16076;Greiz;LK;142;142;0;0;0;0;62;43.7;68;48;20;1;1.5
530000;Unterschlagung §§ 246, 247, 248a StGB;16077;Altenburger Land;LK;165;180;0;0;0;0;109;66.1;96;67;29;13;13.5
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;1001;Flensburg;KfS;56;64;4;7.1;0;0;55;98.2;60;53;7;38;63.3
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;1002;Kiel;KfS;238;96;5;2.1;0;0;206;86.6;214;167;47;105;49.1
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;1003;Lübeck;KfS;228;105;14;6.1;0;0;205;89.9;226;172;54;85;37.6
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;1004;Neumünster;KfS;173;217;7;4;0;0;132;76.3;131;109;22;92;70.2
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;1051;Dithmarschen;K;77;58;7;9.1;0;0;61;79.2;58;39;19;16;27.6
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;1053;Herzogtum Lauenburg;K;135;69;1;0.7;0;0;118;87.4;120;103;17;67;55.8
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;1054;Nordfriesland;K;62;38;0;0;0;0;56;90.3;59;50;9;12;20.3
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;1055;Ostholstein;K;190;95;4;2.1;0;0;168;88.4;175;157;18;105;60
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;1056;Pinneberg;K;178;57;2;1.1;0;0;149;83.7;151;135;16;68;45
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;1057;Plön;K;42;33;2;4.8;0;0;38;90.5;40;35;5;11;27.5
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;1058;Rendsburg-Eckernförde;K;167;61;6;3.6;0;0;148;88.6;156;123;33;74;47.4
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;1059;Schleswig-Flensburg;K;92;46;1;1.1;0;0;86;93.5;85;68;17;45;52.9
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;1060;Segeberg;K;159;58;6;3.8;0;0;125;78.6;133;115;18;68;51.1
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;1061;Steinburg;K;105;80;7;6.7;0;0;95;90.5;90;75;15;38;42.2
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;1062;Stormarn;K;175;72;8;4.6;0;0;144;82.3;146;123;23;79;54.1
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;2000;Hamburg;KfS;1,788;99;39;2.2;0;0;1,511;84.5;1,579;1,266;313;1,034;65.5
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;3101;Braunschweig;KfS;181;73;7;3.9;0;0;161;89;152;117;35;66;43.4
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;3102;Salzgitter;KfS;68;66;1;1.5;0;0;65;95.6;74;64;10;35;47.3
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;3103;Wolfsburg;KfS;56;45;4;7.1;0;0;51;91.1;44;34;10;24;54.5
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;3151;Gifhorn;LK;62;35;1;1.6;0;0;55;88.7;60;47;13;23;38.3
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;3153;Goslar;LK;89;65;2;2.2;0;0;82;92.1;87;68;19;31;35.6
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;3154;Helmstedt;LK;96;104;0;0;0;0;86;89.6;88;74;14;39;44.3
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;3155;Northeim;LK;80;60;3;3.8;0;0;71;88.8;78;60;18;20;25.6
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;3157;Peine;LK;91;68;3;3.3;0;0;78;85.7;83;69;14;27;32.5
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;3158;Wolfenbüttel;LK;63;52;2;3.2;0;0;58;92.1;66;50;16;34;51.5
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;3159;Göttingen;LK;396;121;13;3.3;0;0;363;91.7;362;272;90;209;57.7
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;3241;Region Hannover;LK;1,217;106;24;2;0;0;1,048;86.1;1,069;859;210;570;53.3
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;3251;Diepholz;LK;157;73;4;2.5;0;0;144;91.7;158;131;27;89;56.3
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;3252;Hameln-Pyrmont;LK;102;69;3;2.9;0;0;96;94.1;110;94;16;44;40
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;3254;Hildesheim;LK;162;58;6;3.7;0;0;145;89.5;150;120;30;61;40.7
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;3255;Holzminden;LK;57;80;0;0;0;0;40;70.2;47;40;7;17;36.2
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;3256;Nienburg (Weser);LK;88;72;2;2.3;0;0;81;92;86;72;14;27;31.4
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;3257;Schaumburg;LK;147;93;7;4.8;0;0;138;93.9;136;108;28;46;33.8
