1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;16072;Sonneberg;LK;107;190;18;16.8;0;2;104;97.2;130;108;22;35;26.9
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;16073;Saalfeld-Rudolstadt;LK;168;156;48;28.6;0;1;155;92.3;181;150;31;40;22.1
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;16074;Saale-Holzland-Kreis;LK;97;117;24;24.7;0;1;92;94.8;97;84;13;17;17.5
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;16075;Saale-Orla-Kreis;LK;116;142;26;22.4;0;9;105;90.5;124;109;15;28;22.6
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;16076;Greiz;LK;117;118;31;26.5;0;1;109;93.2;109;96;13;25;22.9
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;16077;Altenburger Land;LK;131;145;28;21.4;0;1;120;91.6;147;128;19;31;21.1
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;1001;Flensburg;KfS;638;721;23;3.6;0;0;568;89;615;487;128;158;25.7
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;1002;Kiel;KfS;1,648;665;62;3.8;0;0;1,439;87.3;1,396;1,162;234;377;27
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;1003;Lübeck;KfS;1,787;826;78;4.4;0;0;1,592;89.1;1,470;1,151;319;362;24.6
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;1004;Neumünster;KfS;802;1,011;34;4.2;0;0;736;91.8;760;601;159;201;26.4
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;1051;Dithmarschen;K;694;520;20;2.9;0;0;644;92.8;683;552;131;101;14.8
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;1053;Herzogtum Lauenburg;K;757;386;35;4.6;0;0;710;93.8;709;555;154;128;18.1
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;1054;Nordfriesland;K;765;462;40;5.2;0;0;713;93.2;658;541;117;106;16.1
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;1055;Ostholstein;K;931;464;29;3.1;0;0;857;92.1;859;665;194;129;15
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;1056;Pinneberg;K;1,324;423;51;3.9;0;0;1,209;91.3;1,125;923;202;337;30
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;1057;Plön;K;415;322;17;4.1;0;0;379;91.3;383;319;64;52;13.6
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;1058;Rendsburg-Eckernförde;K;980;359;33;3.4;0;0;926;94.5;960;778;182;159;16.6
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;1059;Schleswig-Flensburg;K;754;378;17;2.3;1;0;691;91.6;678;546;132;112;16.5
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;1060;Segeberg;K;1,176;429;59;5;0;0;1,067;90.7;1,069;856;213;241;22.5
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;1061;Steinburg;K;591;449;25;4.2;0;0;521;88.2;528;436;92;97;18.4
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;1062;Stormarn;K;837;345;38;4.5;0;0;787;94;747;600;147;185;24.8
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;2000;Hamburg;KfS;14,814;809;467;3.2;3;0;12,605;85.1;11,062;8,906;2,156;4,428;40
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3101;Braunschweig;KfS;1,650;665;64;3.9;0;0;1,525;92.4;1,350;1,083;267;360;26.7
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3102;Salzgitter;KfS;533;510;14;2.6;0;0;505;94.7;492;400;92;171;34.8
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3103;Wolfsburg;KfS;594;479;12;2;0;0;538;90.6;506;409;97;158;31.2
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3151;Gifhorn;LK;652;372;31;4.8;0;0;625;95.9;545;440;105;98;18
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3153;Goslar;LK;698;507;20;2.9;0;0;659;94.4;623;497;126;124;19.9
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3154;Helmstedt;LK;374;408;14;3.7;1;0;357;95.5;316;247;69;71;22.5
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3155;Northeim;LK;570;428;21;3.7;1;0;540;94.7;491;387;104;89;18.1
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3157;Peine;LK;474;355;15;3.2;0;0;445;93.9;405;309;96;102;25.2
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3158;Wolfenbüttel;LK;352;292;15;4.3;1;0;328;93.2;311;266;45;59;19
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3159;Göttingen;LK;1,644;501;88;5.4;1;0;1,511;91.9;1,368;1,086;282;324;23.7
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3241;Region Hannover;LK;7,747;672;411;5.3;4;0;6,995;90.3;6,136;4,953;1,183;2,090;34.1
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3251;Diepholz;LK;742;343;29;3.9;0;0;697;93.9;672;557;115;148;22
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3252;Hameln-Pyrmont;LK;731;493;25;3.4;0;0;704;96.3;638;530;108;175;27.4
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3254;Hildesheim;LK;1,356;490;45;3.3;0;0;1,276;94.1;1,147;903;244;283;24.7
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3255;Holzminden;LK;284;399;10;3.5;1;0;267;94;250;202;48;38;15.2
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3256;Nienburg (Weser);LK;463;381;8;1.7;0;0;440;95;400;333;67;79;19.8
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3257;Schaumburg;LK;583;369;19;3.3;0;0;551;94.5;558;429;129;133;23.8
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3351;Celle;LK;1,018;569;67;6.6;0;0;958;94.1;827;650;177;146;17.7
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3352;Cuxhaven;LK;816;412;29;3.6;0;0;774;94.9;718;588;130;162;22.6
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3353;Harburg;LK;880;350;28;3.2;0;0;841;95.6;812;649;163;252;31
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3354;Lüchow-Dannenberg;LK;213;440;7;3.3;0;0;209;98.1;188;146;42;29;15.4
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3355;Lüneburg;LK;908;496;32;3.5;1;0;830;91.4;773;632;141;174;22.5
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3356;Osterholz;LK;457;404;12;2.6;0;0;438;95.8;393;308;85;66;16.8
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3357;Rotenburg (Wümme);LK;761;466;43;5.7;0;0;711;93.4;648;522;126;128;19.8
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3358;Landkreis Heidekreis;LK;835;600;36;4.3;3;0;787;94.3;713;574;139;157;22
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3359;Stade;LK;942;467;34;3.6;0;0;887;94.2;773;648;125;244;31.6
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3360;Uelzen;LK;383;413;18;4.7;0;0;365;95.3;346;293;53;61;17.6
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3361;Verden;LK;543;398;26;4.8;0;0;519;95.6;481;383;98;134;27.9
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3401;Delmenhorst;KfS;457;590;10;2.2;1;0;429;93.9;410;318;92;154;37.6
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3402;Emden;KfS;306;605;13;4.2;0;0;287;93.8;261;225;36;61;23.4
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3403;Oldenburg (Oldenburg);KfS;864;517;24;2.8;0;0;790;91.4;741;612;129;174;23.5
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3404;Osnabrück;KfS;943;574;43;4.6;0;0;850;90.1;824;678;146;252;30.6
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3405;Wilhelmshaven;KfS;739;968;42;5.7;2;0;690;93.4;635;477;158;108;17
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3451;Ammerland;LK;435;353;15;3.4;0;0;410;94.3;388;321;67;61;15.7
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3452;Aurich;LK;884;465;27;3.1;0;0;841;95.1;769;617;152;96;12.5
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3453;Cloppenburg;LK;649;386;17;2.6;0;0;607;93.5;578;482;96;146;25.3
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3454;Emsland;LK;1,499;463;55;3.7;1;0;1,398;93.3;1,300;1,086;214;358;27.5
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3455;Friesland;LK;490;497;29;5.9;0;0;461;94.1;408;319;89;51;12.5
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3456;Grafschaft Bentheim;LK;566;417;16;2.8;0;0;512;90.5;471;394;77;152;32.3
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3457;Leer;LK;706;418;20;2.8;0;0;653;92.5;603;465;138;123;20.4
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3458;Oldenburg;LK;439;338;16;3.6;0;0;410;93.4;404;339;65;97;24
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3459;Osnabrück;LK;1,085;305;45;4.1;1;0;1,026;94.6;1,002;817;185;235;23.5
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3460;Vechta;LK;546;389;14;2.6;0;0;512;93.8;502;422;80;169;33.7
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3461;Wesermarsch;LK;409;459;19;4.6;0;0;385;94.1;346;285;61;58;16.8
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3462;Wittmund;LK;296;522;13;4.4;0;0;291;98.3;272;205;67;40;14.7
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;4011;Bremen;KfS;3,467;610;132;3.8;0;0;2,986;86.1;2,676;2,180;496;1,016;38
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;4012;Bremerhaven;KfS;888;786;19;2.1;0;0;781;88;700;575;125;226;32.3
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5111;Düsseldorf;KfS;3,433;556;127;3.7;1;0;2,929;85.3;3,407;2,772;635;1,290;37.9
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5112;Duisburg;KfS;2,795;561;95;3.4;0;0;2,490;89.1;2,703;2,147;556;900;33.3
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5113;Essen;KfS;2,508;430;83;3.3;1;0;2,195;87.5;2,468;1,989;479;854;34.6
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5114;Krefeld;KfS;1,547;682;64;4.1;0;0;1,395;90.2;1,456;1,131;325;454;31.2
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5116;Mönchengladbach;KfS;1,379;526;38;2.8;1;0;1,236;89.6;1,329;1,048;281;401;30.2
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5117;Mülheim an der Ruhr;KfS;536;313;15;2.8;0;0;473;88.2;566;454;112;202;35.7
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5119;Oberhausen;KfS;1,220;577;41;3.4;2;0;1,095;89.8;1,302;1,030;272;365;28
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5120;Remscheid;KfS;659;596;19;2.9;0;0;602;91.4;654;520;134;249;38.1
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5122;Solingen;KfS;711;448;14;2;2;0;645;90.7;676;541;135;217;32.1
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5124;Wuppertal;KfS;2,796;791;106;3.8;0;0;2,509;89.7;2,468;1,906;562;810;32.8
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5154;Kleve;K;1,210;389;30;2.5;0;0;1,124;92.9;1,180;981;199;403;34.2
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5158;Mettmann;K;2,263;466;98;4.3;0;0;2,111;93.3;2,117;1,675;442;685;32.4
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5162;Rhein-Kreis Neuss;K;1,945;433;57;2.9;0;0;1,798;92.4;1,907;1,515;392;578;30.3
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5166;Viersen;K;1,119;375;43;3.8;1;0;1,037;92.7;1,191;930;261;340;28.5
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5170;Wesel;K;1,898;412;54;2.8;0;0;1,748;92.1;1,712;1,388;324;372;21.7
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5314;Bonn;KfS;1,917;589;90;4.7;1;0;1,676;87.4;1,662;1,330;332;568;34.2
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5315;Köln;KfS;7,899;731;368;4.7;3;0;6,641;84.1;7,857;6,054;1,803;2,868;36.5
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5316;Leverkusen;KfS;930;569;71;7.6;1;0;817;87.8;942;710;232;296;31.4
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5334;Aachen;K;2,590;467;95;3.7;0;0;2,302;88.9;2,596;2,025;571;776;29.9
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5358;Düren;K;1,252;476;62;5;0;0;1,166;93.1;1,143;899;244;276;24.1
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5362;Rhein-Erft-Kreis;K;2,202;471;70;3.2;1;0;2,051;93.1;2,123;1,661;462;659;31
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5366;Euskirchen;K;731;380;26;3.6;0;0;673;92.1;756;607;149;190;25.1
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5370;Heinsberg;K;1,079;426;39;3.6;0;0;1,010;93.6;1,039;829;210;258;24.8
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5374;Oberbergischer Kreis;K;1,106;405;57;5.2;0;0;1,024;92.6;1,080;890;190;273;25.3
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5378;Rheinisch-Bergischer Kreis;K;958;338;41;4.3;0;0;891;93;1,063;814;249;284;26.7
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5382;Rhein-Sieg-Kreis;K;1,990;332;62;3.1;1;0;1,819;91.4;1,802;1,441;361;471;26.1
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5512;Bottrop;KfS;452;385;12;2.7;1;0;390;86.3;431;339;92;118;27.4
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5513;Gelsenkirchen;KfS;1,801;692;59;3.3;0;0;1,596;88.6;1,741;1,353;388;564;32.4
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5515;Münster;KfS;1,595;509;71;4.5;1;0;1,372;86;1,507;1,256;251;481;31.9
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5554;Borken;K;1,447;391;57;3.9;2;0;1,335;92.3;1,416;1,201;215;344;24.3
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5558;Coesfeld;K;804;367;34;4.2;0;0;738;91.8;706;585;121;186;26.3
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5562;Recklinghausen;K;3,205;520;126;3.9;1;0;2,893;90.3;2,995;2,313;682;864;28.8
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5566;Steinfurt;K;1,718;385;60;3.5;0;0;1,561;90.9;1,693;1,395;298;511;30.2
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5570;Warendorf;K;940;339;36;3.8;0;0;874;93;957;736;221;291;30.4
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5711;Bielefeld;KfS;1,672;503;67;4;1;0;1,502;89.8;1,508;1,229;279;497;33
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5754;Gütersloh;K;1,155;318;39;3.4;0;0;1,068;92.5;1,225;1,015;210;413;33.7
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5758;Herford;K;800;318;32;4;0;0;704;88;750;633;117;212;28.3
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5762;Höxter;K;556;393;22;4;0;0;519;93.3;511;419;92;116;22.7
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5766;Lippe;K;915;262;15;1.6;0;0;847;92.6;873;705;168;237;27.1
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5770;Minden-Lübbecke;K;836;269;26;3.1;0;0;757;90.6;811;673;138;194;23.9
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5774;Paderborn;K;1,319;432;76;5.8;0;0;1,195;90.6;1,123;934;189;300;26.7
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5911;Bochum;KfS;2,390;654;95;4;1;0;2,085;87.2;2,101;1,662;439;606;28.8
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5913;Dortmund;KfS;4,184;713;148;3.5;0;0;3,602;86.1;3,814;3,027;787;1,327;34.8
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5914;Hagen;KfS;1,215;647;34;2.8;0;0;1,083;89.1;1,127;908;219;374;33.2
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5915;Hamm;KfS;890;497;29;3.3;0;0;820;92.1;877;707;170;295;33.6
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5916;Herne;KfS;1,127;720;41;3.6;0;0;1,013;89.9;996;765;231;279;28
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5954;Ennepe-Ruhr-Kreis;K;1,599;493;89;5.6;0;0;1,475;92.2;1,376;1,075;301;401;29.1
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5958;Hochsauerlandkreis;K;1,082;414;50;4.6;0;0;995;92;940;778;162;257;27.3
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5962;Märkischer Kreis;K;2,056;497;100;4.9;1;0;1,886;91.7;1,921;1,523;398;551;28.7
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5966;Olpe;K;619;459;20;3.2;0;0;595;96.1;504;418;86;145;28.8
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5970;Siegen-Wittgenstein;K;1,334;480;53;4;0;0;1,244;93.3;1,344;1,086;258;382;28.4
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5974;Soest;K;1,283;425;70;5.5;0;0;1,183;92.2;1,164;979;185;314;27
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5978;Unna;K;1,732;440;61;3.5;0;0;1,554;89.7;1,678;1,346;332;401;23.9
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6411;Darmstadt;KfS;547;346;10;1.8;0;0;506;92.5;494;412;82;228;46.2
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6412;Frankfurt am Main;KfS;4,165;558;180;4.3;0;0;3,678;88.3;3,383;2,770;613;1,641;48.5
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6413;Offenbach am Main;KfS;521;411;12;2.3;0;0;500;96;504;417;87;266;52.8
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6414;Wiesbaden;KfS;1,697;609;49;2.9;0;0;1,577;92.9;1,388;1,126;262;572;41.2
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6431;Bergstraße;LK;479;178;4;0.8;0;0;453;94.6;430;360;70;151;35.1
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6432;Darmstadt-Dieburg;LK;624;211;13;2.1;0;0;597;95.7;594;488;106;224;37.7
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6433;Groß-Gerau;LK;693;255;12;1.7;0;0;664;95.8;656;549;107;279;42.5
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6434;Hochtaunuskreis;LK;744;315;33;4.4;0;0;700;94.1;675;549;126;300;44.4
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6435;Main-Kinzig-Kreis;LK;1,171;280;36;3.1;1;0;1,113;95;1,083;922;161;384;35.5
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6436;Main-Taunus-Kreis;LK;822;347;36;4.4;0;0;780;94.9;696;549;147;300;43.1
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6437;Odenwaldkreis;LK;254;263;5;2;0;0;248;97.6;236;182;54;65;27.5
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6438;Offenbach;LK;886;252;18;2;0;0;845;95.4;853;695;158;343;40.2
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6439;Rheingau-Taunus-Kreis;LK;455;244;9;2;0;0;438;96.3;392;324;68;121;30.9
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6440;Wetteraukreis;LK;809;265;23;2.8;0;0;754;93.2;723;596;127;248;34.3
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6531;Gießen;LK;896;336;42;4.7;0;0;819;91.4;753;651;102;257;34.1
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6532;Lahn-Dill-Kreis;LK;584;230;20;3.4;0;0;556;95.2;526;450;76;165;31.4
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6533;Limburg-Weilburg;LK;462;269;17;3.7;0;0;424;91.8;412;343;69;129;31.3
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6534;Marburg-Biedenkopf;LK;953;387;44;4.6;0;0;882;92.5;850;692;158;258;30.4
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6535;Vogelsbergkreis;LK;360;338;5;1.4;0;0;353;98.1;339;296;43;84;24.8
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6611;Kassel;KfS;1,056;526;28;2.7;0;0;958;90.7;893;736;157;326;36.5
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6631;Fulda;LK;695;313;14;2;0;0;647;93.1;595;515;80;180;30.3
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6632;Hersfeld-Rotenburg;LK;412;340;12;2.9;0;0;382;92.7;349;295;54;75;21.5
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6633;Kassel;LK;472;199;16;3.4;0;0;458;97;455;371;84;89;19.6
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6634;Schwalm-Eder-Kreis;LK;411;227;2;0.5;0;0;396;96.4;374;316;58;82;21.9
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6635;Waldeck-Frankenberg;LK;482;307;11;2.3;0;0;460;95.4;429;373;56;102;23.8
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6636;Werra-Meißner-Kreis;LK;332;328;19;5.7;0;0;318;95.8;287;242;45;81;28.2
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7111;Koblenz;KfS;975;856;58;5.9;1;0;851;87.3;817;660;157;247;30.2
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7131;Ahrweiler;LK;626;486;25;4;0;0;580;92.7;570;463;107;120;21.1
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7132;Altenkirchen (Westerwald);LK;659;512;48;7.3;1;0;630;95.6;554;448;106;124;22.4
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7133;Bad Kreuznach;LK;892;566;48;5.4;0;0;852;95.5;773;597;176;215;27.8
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7134;Birkenfeld;LK;408;505;22;5.4;0;0;390;95.6;357;283;74;89;24.9
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7135;Cochem-Zell;LK;236;383;7;3;0;0;222;94.1;202;173;29;58;28.7
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7137;Mayen-Koblenz;LK;927;434;71;7.7;0;0;887;95.7;821;652;169;146;17.8
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7138;Neuwied;LK;843;464;50;5.9;0;0;794;94.2;730;565;165;173;23.7
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7140;Rhein-Hunsrück-Kreis;LK;328;319;12;3.7;1;0;297;90.5;295;247;48;65;22
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7141;Rhein-Lahn-Kreis;LK;522;427;28;5.4;0;0;491;94.1;448;364;84;114;25.4
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7143;Westerwaldkreis;LK;884;440;65;7.4;0;0;842;95.2;764;612;152;161;21.1
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7211;Trier;KfS;831;755;24;2.9;0;0;744;89.5;683;534;149;187;27.4
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7231;Bernkastel-Wittlich;LK;509;454;25;4.9;0;0;482;94.7;446;372;74;119;26.7
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7232;Eifelkreis Bitburg-Prüm;LK;359;366;14;3.9;0;0;347;96.7;370;297;73;112;30.3
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7233;Vulkaneifel;LK;254;418;18;7.1;0;0;245;96.5;235;179;56;51;21.7
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7235;Trier-Saarburg;LK;491;331;21;4.3;0;0;468;95.3;430;345;85;136;31.6
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7311;Frankenthal (Pfalz);KfS;436;901;44;10.1;0;0;401;92;387;294;93;117;30.2
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7312;Kaiserslautern;KfS;1,220;1,224;75;6.1;0;0;1,100;90.2;939;755;184;264;28.1
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7313;Landau in der Pfalz;KfS;406;877;27;6.7;0;0;365;89.9;342;269;73;103;30.1
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7314;Ludwigshafen am Rhein;KfS;1,688;1,002;99;5.9;1;0;1,541;91.3;1,376;1,048;328;555;40.3
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7315;Mainz;KfS;1,450;674;107;7.4;0;0;1,259;86.8;1,179;949;230;423;35.9
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7316;Neustadt an der Weinstraße;KfS;345;647;29;8.4;0;0;316;91.6;277;214;63;78;28.2
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7317;Pirmasens;KfS;346;852;22;6.4;0;0;319;92.2;286;231;55;50;17.5
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7318;Speyer;KfS;462;907;34;7.4;0;0;432;93.5;369;307;62;167;45.3
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7319;Worms;KfS;510;614;22;4.3;0;0;466;91.4;458;384;74;175;38.2
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7320;Zweibrücken;KfS;235;686;15;6.4;1;0;228;97;208;161;47;48;23.1
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7331;Alzey-Worms;LK;437;340;12;2.7;0;0;402;92;390;307;83;98;25.1
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7332;Bad Dürkheim;LK;647;487;49;7.6;1;0;599;92.6;546;413;133;90;16.5
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7333;Donnersbergkreis;LK;350;466;20;5.7;0;0;340;97.1;303;228;75;60;19.8
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7334;Germersheim;LK;637;496;49;7.7;0;0;595;93.4;556;441;115;145;26.1
